code_bassin;demandeurs_emploi;secteur_libelle
3211;5;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3211;3;Industries extractives
3210;1281;Commerce -  réparation d'automobiles et de motocycles
3210;922;Hébergement et restauration
3210;844;Transports et entreposage
3210;727;Activités de services administratifs et de soutien
3210;694;Industrie manufacturière
3210;690;Construction
3210;587;Santé humaine et action sociale
3210;342;Activités spécialisées, scientifiques et techniques
3210;222;Arts, spectacles et activités récréatives
3210;208;Autres activités de services
3210;182;Administration publique
3210;99;Activités financières et d'assurance
3210;98;Enseignement
3210;75;Information et communication
3210;37;Activités immobilières
3210;30;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3210;26;Agriculture, sylviculture et pêche
3210;9;Industries extractives
3210;6;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3210;2;Activités extra-territoriales
3208;160;Hébergement et restauration
3208;145;Commerce -  réparation d'automobiles et de motocycles
3208;117;Activités de services administratifs et de soutien
3208;112;Santé humaine et action sociale
3208;99;Industrie manufacturière
3208;64;Construction
3208;41;Activités spécialisées, scientifiques et techniques
3208;37;Transports et entreposage
3208;33;Agriculture, sylviculture et pêche
3208;22;Administration publique
3208;19;Autres activités de services
3208;11;Enseignement
3208;11;Arts, spectacles et activités récréatives
3208;5;Activités financières et d'assurance
3208;5;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3208;4;Activités immobilières
3208;3;Information et communication
3208;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3207;287;Commerce -  réparation d'automobiles et de motocycles
3207;203;Santé humaine et action sociale
3207;175;Industrie manufacturière
3207;154;Transports et entreposage
3207;132;Activités de services administratifs et de soutien
3207;115;Hébergement et restauration
3207;112;Construction
3207;70;Administration publique
3207;63;Activités spécialisées, scientifiques et techniques
3207;63;Enseignement
3207;61;Autres activités de services
3207;13;Arts, spectacles et activités récréatives
3207;11;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3207;11;Information et communication
3207;11;Activités immobilières
3207;9;Activités financières et d'assurance
3207;7;Agriculture, sylviculture et pêche
3207;2;Industries extractives
3206;89;Santé humaine et action sociale
3206;87;Industrie manufacturière
3206;86;Commerce -  réparation d'automobiles et de motocycles
3206;63;Activités de services administratifs et de soutien
3206;56;Administration publique
3206;51;Hébergement et restauration
3206;40;Construction
3206;27;Enseignement
3206;26;Activités spécialisées, scientifiques et techniques
3206;24;Transports et entreposage
3206;15;Information et communication
3206;14;Agriculture, sylviculture et pêche
3206;12;Autres activités de services
3206;4;Activités financières et d'assurance
3206;3;Arts, spectacles et activités récréatives
3206;1;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3205;105;Activités de services administratifs et de soutien
3205;92;Santé humaine et action sociale
3205;89;Commerce -  réparation d'automobiles et de motocycles
3205;81;Construction
3205;79;Industrie manufacturière
3205;62;Hébergement et restauration
3205;22;Autres activités de services
3205;20;Administration publique
3205;17;Activités spécialisées, scientifiques et techniques
3205;15;Transports et entreposage
3205;10;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3205;7;Activités immobilières
3205;6;Enseignement
3205;6;Activités financières et d'assurance
3205;5;Agriculture, sylviculture et pêche
3205;2;Arts, spectacles et activités récréatives
3205;2;Information et communication
3204;479;Activités de services administratifs et de soutien
3204;322;Commerce -  réparation d'automobiles et de motocycles
3204;257;Santé humaine et action sociale
3204;221;Industrie manufacturière
3204;221;Hébergement et restauration
3204;169;Transports et entreposage
3204;129;Activités spécialisées, scientifiques et techniques
3204;121;Construction
3204;92;Autres activités de services
3204;81;Administration publique
3204;45;Activités financières et d'assurance
3204;43;Enseignement
3204;24;Arts, spectacles et activités récréatives
3204;17;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3204;12;Activités immobilières
3204;11;Agriculture, sylviculture et pêche
3204;11;Information et communication
3204;3;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3203;363;Industrie manufacturière
3203;350;Commerce -  réparation d'automobiles et de motocycles
3203;224;Santé humaine et action sociale
3203;143;Hébergement et restauration
3203;124;Transports et entreposage
3203;87;Construction
3203;59;Administration publique
3203;55;Activités spécialisées, scientifiques et techniques
3203;50;Activités de services administratifs et de soutien
3203;43;Agriculture, sylviculture et pêche
3203;42;Autres activités de services
3203;30;Activités financières et d'assurance
3203;17;Activités immobilières
3203;15;Arts, spectacles et activités récréatives
3203;14;Enseignement
3203;12;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3203;3;Information et communication
3203;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3203;1;Industries extractives
3202;932;Commerce -  réparation d'automobiles et de motocycles
3202;827;Hébergement et restauration
3202;708;Activités de services administratifs et de soutien
3202;684;Santé humaine et action sociale
3202;439;Activités spécialisées, scientifiques et techniques
3202;439;Construction
3202;372;Industrie manufacturière
3202;338;Transports et entreposage
3202;217;Administration publique
3202;195;Enseignement
3202;181;Autres activités de services
3202;167;Activités financières et d'assurance
3202;156;Arts, spectacles et activités récréatives
3202;97;Information et communication
3202;70;Activités immobilières
3202;34;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3202;18;Agriculture, sylviculture et pêche
3202;16;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3201;326;Hébergement et restauration
3201;256;Industrie manufacturière
3201;220;Commerce -  réparation d'automobiles et de motocycles
3201;158;Santé humaine et action sociale
3201;69;Activités de services administratifs et de soutien
3201;62;Construction
3201;61;Activités spécialisées, scientifiques et techniques
3201;54;Administration publique
3201;39;Transports et entreposage
3201;37;Autres activités de services
3201;30;Agriculture, sylviculture et pêche
3201;24;Arts, spectacles et activités récréatives
3201;20;Activités financières et d'assurance
3201;16;Activités immobilières
3201;10;Information et communication
3201;9;Enseignement
3201;4;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2828;238;Commerce -  réparation d'automobiles et de motocycles
2828;175;Industrie manufacturière
2828;169;Santé humaine et action sociale
2828;106;Hébergement et restauration
2828;88;Construction
2828;55;Agriculture, sylviculture et pêche
2828;44;Activités spécialisées, scientifiques et techniques
2828;42;Transports et entreposage
2828;40;Activités de services administratifs et de soutien
2828;36;Administration publique
2828;24;Autres activités de services
2828;21;Enseignement
2828;15;Information et communication
2828;12;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2828;10;Activités financières et d'assurance
2828;8;Arts, spectacles et activités récréatives
2828;3;Activités immobilières
2828;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
2827;155;Industrie manufacturière
2827;73;Santé humaine et action sociale
2827;72;Commerce -  réparation d'automobiles et de motocycles
2827;66;Hébergement et restauration
2827;50;Transports et entreposage
2827;41;Administration publique
2827;39;Autres activités de services
2827;35;Construction
2827;35;Activités spécialisées, scientifiques et techniques
2827;26;Activités de services administratifs et de soutien
2827;22;Agriculture, sylviculture et pêche
2827;21;Enseignement
2827;8;Arts, spectacles et activités récréatives
2827;7;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
2827;5;Information et communication
2827;4;Activités immobilières
2827;1;Activités financières et d'assurance
